id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
184137,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,29178,2025-05-18,2025-05-18,2025-05-18,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20%20Ad-Hoc%20Update%20-%2005182025.pdf,"Gaza Strip,  Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-05-26T09:26:05.608139Z,"Palestine: 29,178 displacements, 18 May - 18 May. According to clusters and consortias, a total of 29178 people were displaced in the Gaza Strip, Gaza Strip due to international armed conflict (iac) on 18 May",https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20%20Ad-Hoc%20Update%20-%2005182025.pdf,Conflict
183893,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,15215,2025-05-17,2025-05-15,2025-05-17,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://reliefweb.int/report/occupied-palestinian-territory/gaza-population-movement-monitoring-flash-update-15-17-may-2025-ad-hoc-report,"Gaza Strip, Gaza Strip, Palestinian Territories","31.43317, 34.37793",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2025-05-19T13:26:46.027191Z,"Palestine: 15,215 displacements, 15 May - 17 May. International armed conflict (iac) resulted in a total of 15,215 people being displaced in the Gaza Strip, between May 16 and May 17, according to the Site Management Cluster - Palestine",https://reliefweb.int/report/occupied-palestinian-territory/gaza-population-movement-monitoring-flash-update-15-17-may-2025-ad-hoc-report,Conflict
184132,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,20700,2025-05-16,2025-05-14,2025-05-16,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20-%20Ad-hoc%20Update%201.pdf,"Gaza Strip, Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-05-26T08:36:00.288604Z,"Palestine: 20,700 displacements, 14 May - 16 May. International armed conflict (iac) resulted in a total of 20700 people being displaced in the Gaza Strip between 14 - 16 May, according to the Site Management Cluster- Palestine",https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20-%20Ad-hoc%20Update%201.pdf,Conflict
183849,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,7083,2025-05-13,2025-05-07,2025-05-13,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://reliefweb.int/report/occupied-palestinian-territory/gaza-population-movement-monitoring-flash-update-06-13-may-2025-update-14,"Gaza Strip, Deir al-Balah Governorate, Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-05-16T10:26:07.504617Z,"Palestine: 7,083 displacements, 07 May - 13 May. According to the Site Management Cluster - Palestine, a total of 7083 people were displaced in Gaza Strip, Palestinian Territories due to international armed conflict (iac) between 7 May and 13 May.",https://reliefweb.int/report/occupied-palestinian-territory/gaza-population-movement-monitoring-flash-update-06-13-may-2025-update-14,Conflict
183406,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,5418,2025-05-06,2025-04-30,2025-05-06,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://reliefweb.int/report/occupied-palestinian-territory/gaza-population-movement-monitoring-flash-update-29-april-06-may-2025-update-13,"Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-05-07T13:23:48.982620Z,"Palestine: 5,418 displacements, 30 April - 06 May. According to the Site Management Cluster - Palestine, a total of 5418 people were displaced in Gaza Strip, Palestinian Territories due to international armed conflict (iac) between 30 April and 6 May.",https://reliefweb.int/report/occupied-palestinian-territory/gaza-population-movement-monitoring-flash-update-29-april-06-may-2025-update-13,Conflict
183405,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,2611,2025-04-29,2025-04-23,2025-04-29,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-april-22-29-2025-update-12,"Gaza Strip, Palestinian Territories","31.43317, 34.37793",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2025-05-07T13:18:02.500760Z,"Palestine: 2,611 displacements, 23 April - 29 April. International armed conflict (iac) resulted in a total of 2611 people being displaced in Gaza Strip, Palestinian Territories on between 23 April and 19 April, according to the Site Management Cluster -Palestine.",https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-april-22-29-2025-update-12,Conflict
183234,Palestine,PSE,31.46242,34.27496,"[31.46242, 34.27496]",Recommended figure,Conflict,total,1590,2025-04-22,2025-04-16,2025-04-22,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-april-15-22-2025-update-11,"Gaza Strip, Palestinian Territories","31.46242, 34.27496",District/Zone/Department (ADM2),Origin,Displacement without preventive evacuations reported,2025-04-30T14:28:18.139160Z,"Palestine: 1,590 displacements, 16 April - 22 April. According to the Site Management Cluster - Palestine, a total of 1590 people were displaced in the Gaza Strip, due to international armed conflict (iac) between 16 April and 22 April.",https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-april-15-22-2025-update-11,Conflict
182588,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,17521,2025-04-15,2025-04-10,2025-04-15,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-april-09-15-2025-update-10,"Gaza Strip,, Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-04-17T09:05:31.256666Z,"Palestine: 17,521 displacements, 10 April - 15 April. According to the Site Management Cluster - Palestine, a total of 17,521 people were displaced in the Gaza Strip, due to international armed conflict (iac) between 10 April and 15 April",https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-april-09-15-2025-update-10,Conflict
182794,Palestine,PSE,31.707121,35.206589,"[31.707121, 35.206589]",Recommended figure,Conflict,total,32,2025-04-09,2025-04-09,2025-04-09,2025,31118,Palestine: Communal violence - Bethlehem - 09/04/2025,,,2025-04-09,2025-04-09,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-281-west-bank-enar,"Bethlehem, West Bank, Palestinian Territories","31.707121, 35.206589",County/City/town/Village/Woreda (ADM3),Origin,Displacement without preventive evacuations reported,2025-04-23T11:49:29.779554Z,"Palestine: 32 displacements, 09 April - 09 April. Communal violence resulted in a total of 32 people being displaced in Bethlehem, West Bank, Palestinian Territories on 9 April, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-281-west-bank-enar,Conflict
182203,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,11743,2025-04-09,2025-04-07,2025-04-09,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-april-06-09-2025-update-9,"Gaza Strip,  Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-04-11T12:11:11.998894Z,"Palestine: 11,743 displacements, 07 April - 09 April. According to the Site Management Cluster - Palestine, a total of 11,743 people were displaced in the Gaza Strip, due to international armed conflict (iac) between 7 April and 9 April",https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-april-06-09-2025-update-9,Conflict
182800,Palestine,PSE,32.447129333333336,35.27217366666667,"[32.447129333333336, 35.27217366666667]",Recommended figure,Conflict,approximately,1923,2025-04-12,2025-04-06,2025-04-12,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Local Authorities; Office for the Coordination of Humanitarian Affairs (OCHA),https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-281-west-bank-enar,"Al-Hadaf, Jenin Governorate, Judea and Samaria, Palestinian Territories; Al-Jabriat, Jenin Governorate, Judea and Samaria, Palestinian Territories; Jenin Governorate, Judea and Samaria, Palestinian Territories","32.462318, 35.278709; 32.452888, 35.282452; 32.426182, 35.25536",Point; Point; District/Zone/Department (ADM2),Origin; Origin; Origin,Displacement without preventive evacuations reported,2025-04-23T12:51:28.683071Z,"Palestine: 1,923 displacements, 06 April - 12 April. A total of 380 households were displaced due to international armed conflict (iac) on 6 April in Hadaf, Jabriyat, and Khallet Souha neighbourhoods in Jenin Governorate according to Office for the Coordination of Humanitarian Affairs (OCHA) and local authorities.",https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-281-west-bank-enar,Conflict
182202,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,109843,2025-04-06,2025-04-03,2025-04-06,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-april-02-06-2025-update-8,"Gaza Strip, Deir al-Balah Governorate, Gaza Strip, Palestinian Territories","31.43317, 34.37793",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2025-04-11T12:08:21.891381Z,"Palestine: 109,843 displacements, 03 April - 06 April. International armed conflict (iac) resulted in a total of 109,843 people being displaced in the Gaza Strip between 3 April and April 6, according to the Site Management Cluster - Palestine.",https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-april-02-06-2025-update-8,Conflict
182801,Palestine,PSE,32.3227615,35.0702555,"[32.3227615, 35.0702555]",Recommended figure,Conflict,total,253,2025-04-17,2025-04-01,2025-04-17,2025,31145,Palestine: International armed conflict (IAC) - West Bank - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Local Authorities; Office for the Coordination of Humanitarian Affairs (OCHA),https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-281-west-bank-enar,"Nur Shams Refugee camp, Tulkarm Governorate, Judea and Samaria, Palestinian Territories; Tulkarm Governorate, Judea and Samaria, Palestinian Territories","32.318062, 35.056252; 32.327461, 35.084259",County/City/town/Village/Woreda (ADM3); District/Zone/Department (ADM2),Origin; Origin,Displacement without preventive evacuations reported,2025-04-23T13:17:41.398746Z,"Palestine: 253 displacements, 01 April - 17 April. According to Office for the Coordination of Humanitarian Affairs (OCHA) and local authority, a total of 50 households were displaced in Tulkarm Governorate, and, Nur Shams Refugee camp, due to international armed conflict (iac) between 1 April and 17 April.",https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-281-west-bank-enar,Conflict
182040,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,96710,2025-04-02,2025-03-28,2025-04-02,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-30-march-02-april-2025-update-7,"Gaza Strip, Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-04-06T20:50:21.368823Z,"Palestine: 96,710 displacements, 28 March - 02 April. According to clusters and consortias, a total of 138195 people were displaced in the Gaza Strip due to international armed conflict (iac) between 24 March and April 2",https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-30-march-02-april-2025-update-7,Conflict
184101,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,41485,2025-03-27,2025-03-24,2025-03-27,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20Flash-Update%20-5.pdf,"Gaza Strip,, Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-05-23T13:22:38.221279Z,"Palestine: 41,485 displacements, 24 March - 27 March. International armed conflict (iac) resulted in a total of 41485 people being displaced in the Gaza Strip, between 24 March and 27 March, according to the Site Management Cluster - Palestine",https://www.cccmcluster.org/sites/default/files/2025-05/Population%20Movement%20Monitoring%20Flash-Update%20-5.pdf,Conflict
182039,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,17810,2025-03-23,2025-03-22,2025-03-23,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-21-23-march-2025-update-4,"Gaza Strip,  Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-04-06T20:43:09.558720Z,"Palestine: 17,810 displacements, 22 March - 23 March. A total of 17810 people were displaced due to international armed conflict (iac) on between 22 and 23 March in the Gaza Strip, according to the Site Management Cluster",https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-21-23-march-2025-update-4,Conflict
182038,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,55347,2025-03-21,2025-03-20,2025-03-21,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-21-march-2025-update-3,"Gaza Strip, Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-04-06T20:33:21.585219Z,"Palestine: 55,347 displacements, 20 March - 21 March. International armed conflict (iac) resulted in a total of 55347 people being displaced the Gaza Strip between on 20 and 21 March, according to the Site Management Cluster.",https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-21-march-2025-update-3,Conflict
182037,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,60618,2025-03-19,2025-03-19,2025-03-19,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-19-march-2025-update-2,"Gaza Strip, Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-04-06T20:06:43.362452Z,"Palestine: 60,618 displacements, 19 March - 19 March. International armed conflict (iac) resulted in a total of 60618 people being displaced in Gaza Strip on 19 March, according to the Site Management Cluster.",https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-19-march-2025-update-2,Conflict
181773,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Triangulation,Conflict,more than or equal to,142000,2025-03-23,2025-03-18,2025-03-23,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Office for the Coordination of Humanitarian Affairs (OCHA),https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-275-gaza-strip,"Gaza Strip, Deir al-Balah Governorate, Gaza Strip, Palestinian Territories","31.43317, 34.37793",State/Region/Province (ADM1),Origin,Displacement without preventive evacuations reported,2025-03-31T09:18:40.874743Z,"Palestine: 142,000 displacements, 18 March - 23 March. More than or equal to 142000 people were displaced due to international armed conflict (IAC) between 18 March and March 23 across the Gaza Strip, according to Office for the Coordination of Humanitarian Affairs (OCHA).",https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-275-gaza-strip,Conflict
182036,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,total,8269,2025-03-18,2025-03-18,2025-03-18,2025,30896,Palestine:  International armed conflict (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2025,,,2025-01-01,2025-12-31,,,,,,Site Management Cluster - Palestine,https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-18-march-2025-update-1,"Gaza Strip,  Gaza Strip, Palestinian Territories","31.43317, 34.37793",Point,Origin,Displacement without preventive evacuations reported,2025-04-06T19:57:43.033816Z,"Palestine: 8,269 displacements, 18 March - 18 March. A total of 8269 people were displaced due to international armed conflict (iac) on 18 March in Gaza Strip, according to the Site Management Cluster",https://reliefweb.int/report/occupied-palestinian-territory/population-movement-monitoring-flash-update-18-march-2025-update-1,Conflict
